,timestamp,idx,product_idx,customer_idx,review_score,type,value
48,2017-05-18 11:00:54,order-42,25,70,0,buy,116.9
49,2017-05-18 20:51:07,order-43,0,80,0,buy,35.0
50,2017-05-18 20:51:08,order-44,4,80,0,buy,59.9
51,2017-05-21 16:19:59,order-45,12,26,0,buy,98.0
52,2017-05-21 16:20:00,order-46,12,26,0,buy,98.0
53,2017-05-24 18:52:18,review-114,30,26,4,rate,1.0
54,2017-05-26 18:57:06,review-63,31,65,5,rate,1.0
55,2017-05-26 18:57:37,review-159,31,65,5,rate,1.0
56,2017-05-29 00:05:03,review-51,19,5,5,rate,1.0
57,2017-05-29 16:33:33,review-106,31,36,5,rate,1.0
58,2017-05-29 17:23:12,review-200,12,26,5,rate,1.0
59,2017-05-31 21:42:12,review-140,27,70,5,rate,1.0
60,2017-05-31 21:42:13,review-141,25,70,5,rate,1.0
61,2017-06-03 23:27:25,review-120,0,80,4,rate,1.0
62,2017-06-03 23:27:26,review-121,4,80,4,rate,1.0
63,2017-06-08 10:49:43,order-47,32,21,0,buy,52.0
64,2017-06-08 10:49:44,order-48,32,21,0,buy,52.0
65,2017-06-08 10:49:45,order-49,32,21,0,buy,52.0
66,2017-06-08 10:49:46,order-50,32,21,0,buy,52.0
67,2017-06-09 14:24:58,order-51,3,80,0,buy,194.99
68,2017-06-09 14:24:59,order-52,2,80,0,buy,22.99
69,2017-06-15 14:26:02,order-53,27,73,0,buy,59.33
70,2017-06-15 14:26:03,order-54,26,73,0,buy,46.0
71,2017-06-15 14:26:04,order-55,25,73,0,buy,116.9
72,2017-06-15 14:26:05,order-56,24,73,0,buy,38.4
73,2017-06-15 14:38:03,order-57,28,73,0,buy,109.9
74,2017-06-15 14:38:04,order-58,28,73,0,buy,109.9
75,2017-06-15 14:38:05,order-59,26,73,0,buy,46.0
76,2017-06-18 22:56:49,order-60,23,5,0,buy,79.9
77,2017-06-22 13:35:22,order-61,31,26,0,buy,103.97
78,2017-06-23 10:38:24,order-62,35,62,0,buy,19.0
79,2017-06-23 23:22:06,review-29,3,80,5,rate,1.0
80,2017-06-23 23:22:07,review-30,2,80,5,rate,1.0
81,2017-06-26 11:38:30,review-199,32,21,5,rate,1.0
82,2017-06-26 20:53:56,review-154,23,5,5,rate,1.0
83,2017-06-27 19:29:14,review-307,27,73,5,rate,1.0
84,2017-06-27 19:29:15,review-308,26,73,5,rate,1.0
85,2017-06-27 19:29:16,review-309,25,73,5,rate,1.0
86,2017-06-27 19:29:17,review-310,24,73,5,rate,1.0
87,2017-06-27 19:29:44,review-138,28,73,5,rate,1.0
88,2017-06-27 19:29:44,review-166,27,73,5,rate,1.0
89,2017-06-27 19:29:45,review-167,26,73,5,rate,1.0
90,2017-06-27 19:29:46,review-139,26,73,5,rate,1.0
91,2017-06-27 19:29:46,review-168,25,73,5,rate,1.0
92,2017-06-27 19:29:47,review-169,24,73,5,rate,1.0
93,2017-07-01 04:22:22,order-63,42,22,0,buy,69.99
94,2017-07-01 04:22:23,order-64,42,22,0,buy,69.99
95,2017-07-01 04:22:24,order-65,42,22,0,buy,69.99
96,2017-07-01 04:22:25,order-66,42,22,0,buy,69.99
97,2017-07-07 19:48:05,review-161,35,62,5,rate,1.0
98,2017-07-12 06:48:12,order-67,9,75,0,buy,69.9
99,2017-07-13 23:39:03,review-73,42,22,5,rate,1.0
100,2017-07-14 00:08:38,order-68,46,64,0,buy,108.0
101,2017-07-14 00:08:39,order-69,46,64,0,buy,108.0
102,2017-07-14 22:38:38,review-67,31,26,5,rate,1.0
103,2017-07-16 18:19:26,order-70,43,1,0,buy,49.9
104,2017-07-16 18:19:27,order-71,41,1,0,buy,92.0
105,2017-07-16 18:19:28,order-72,41,1,0,buy,92.0
106,2017-07-16 18:19:29,order-73,41,1,0,buy,92.0
107,2017-07-16 18:19:30,order-74,41,1,0,buy,92.0
108,2017-07-16 18:19:31,order-75,41,1,0,buy,92.0
109,2017-07-16 18:19:32,order-76,41,1,0,buy,92.0
110,2017-07-16 18:19:33,order-77,41,1,0,buy,92.0
111,2017-07-16 18:19:34,order-78,41,1,0,buy,92.0
112,2017-07-16 18:19:35,order-79,41,1,0,buy,92.0
113,2017-07-16 18:19:36,order-80,41,1,0,buy,92.0
114,2017-07-16 18:19:37,order-81,43,1,0,buy,49.9
115,2017-07-16 18:19:38,order-82,43,1,0,buy,49.9
116,2017-07-16 18:19:39,order-83,43,1,0,buy,49.9
117,2017-07-16 18:19:40,order-84,43,1,0,buy,49.9
118,2017-07-16 18:19:41,order-85,43,1,0,buy,49.9
119,2017-07-16 18:19:42,order-86,43,1,0,buy,49.9
120,2017-07-16 18:19:43,order-87,43,1,0,buy,49.9
121,2017-07-16 18:19:44,order-88,43,1,0,buy,49.9
122,2017-07-16 18:19:45,order-89,43,1,0,buy,49.9
123,2017-07-16 18:19:46,order-90,42,1,0,buy,69.99
124,2017-07-18 23:10:59,order-91,1,5,0,buy,59.99
125,2017-07-19 10:01:09,review-119,9,75,5,rate,1.0
126,2017-07-20 15:25:15,order-92,31,36,0,buy,103.97
127,2017-07-20 15:25:16,order-93,31,36,0,buy,103.97
128,2017-07-20 15:25:17,order-94,31,36,0,buy,103.97
129,2017-07-20 15:25:18,order-95,31,36,0,buy,103.97
130,2017-07-21 10:49:32,order-96,48,64,0,buy,163.0
131,2017-07-24 12:52:57,review-279,1,5,5,rate,1.0
132,2017-07-24 22:11:51,order-97,21,5,0,buy,149.9
133,2017-07-26 11:46:35,order-98,55,62,0,buy,14.8
134,2017-07-26 11:46:36,order-99,53,62,0,buy,55.0
135,2017-07-26 11:46:37,order-100,55,62,0,buy,14.8
136,2017-07-26 11:46:38,order-101,55,62,0,buy,14.8
137,2017-07-26 11:46:39,order-102,55,62,0,buy,14.8
138,2017-07-26 11:46:40,order-103,55,62,0,buy,14.8
139,2017-07-26 11:46:41,order-104,55,62,0,buy,14.8
140,2017-07-30 14:19:08,review-60,43,1,1,rate,1.0
141,2017-07-30 14:19:09,review-61,41,1,1,rate,1.0
142,2017-07-30 14:19:28,review-62,42,1,1,rate,1.0
143,2017-07-31 00:09:39,review-132,46,64,2,rate,1.0
144,2017-08-02 01:22:25,review-84,21,5,5,rate,1.0
145,2017-08-03 23:38:39,review-69,48,64,2,rate,1.0
146,2017-08-04 10:14:33,review-81,55,62,5,rate,1.0
147,2017-08-04 10:14:34,review-82,53,62,5,rate,1.0
148,2017-08-05 08:59:44,order-105,9,5,0,buy,69.9
149,2017-08-05 14:55:20,order-106,23,78,0,buy,79.9
150,2017-08-05 14:55:20,order-107,19,78,0,buy,79.9
151,2017-08-05 14:55:21,order-108,19,78,0,buy,79.9
152,2017-08-07 14:14:23,order-109,40,76,0,buy,269.9
153,2017-08-07 14:14:23,order-110,27,76,0,buy,59.33
154,2017-08-07 14:29:46,order-111,28,25,0,buy,109.9
155,2017-08-09 13:06:34,review-179,31,36,5,rate,1.0
156,2017-08-11 03:39:11,review-7,9,5,5,rate,1.0
157,2017-08-13 00:43:37,review-325,19,78,5,rate,1.0
158,2017-08-16 13:57:46,review-219,28,25,5,rate,1.0
159,2017-08-19 10:34:41,review-126,40,76,5,rate,1.0
160,2017-08-19 10:34:41,review-258,27,76,5,rate,1.0
161,2017-08-19 10:35:03,review-58,40,76,5,rate,1.0
162,2017-08-22 10:14:08,order-112,40,76,0,buy,269.9
163,2017-08-22 10:14:09,order-113,39,76,0,buy,54.99
164,2017-08-23 09:22:35,order-114,14,3,0,buy,98.7
165,2017-08-23 09:22:36,order-115,14,3,0,buy,98.7
166,2017-08-23 09:22:37,order-116,14,3,0,buy,98.7
167,2017-08-23 09:22:38,order-117,14,3,0,buy,98.7
168,2017-08-23 09:22:39,order-118,14,3,0,buy,98.7
169,2017-08-23 09:22:40,order-119,14,3,0,buy,98.7
170,2017-08-23 09:22:41,order-120,14,3,0,buy,98.7
171,2017-08-23 09:22:42,order-121,14,3,0,buy,98.7
172,2017-08-23 09:22:43,order-122,14,3,0,buy,98.7
173,2017-08-23 09:22:44,order-123,14,3,0,buy,98.7
174,2017-08-23 09:22:45,order-124,14,3,0,buy,98.7
175,2017-08-23 09:22:46,order-125,14,3,0,buy,98.7
176,2017-08-23 09:22:47,order-126,14,3,0,buy,98.7
177,2017-08-23 09:22:48,order-127,14,3,0,buy,98.7
178,2017-08-23 09:22:49,order-128,14,3,0,buy,98.7
179,2017-08-23 09:22:50,order-129,14,3,0,buy,98.7
180,2017-08-23 09:22:51,order-130,14,3,0,buy,98.7
181,2017-08-23 09:22:52,order-131,14,3,0,buy,98.7
182,2017-08-23 09:22:53,order-132,14,3,0,buy,98.7
183,2017-08-23 09:22:54,order-133,14,3,0,buy,98.7
184,2017-08-23 14:34:53,order-134,32,21,0,buy,52.0
185,2017-08-23 14:34:54,order-135,32,21,0,buy,52.0
186,2017-08-23 14:34:55,order-136,32,21,0,buy,52.0
187,2017-08-23 14:34:56,order-137,32,21,0,buy,52.0
188,2017-08-24 22:39:15,order-138,41,98,0,buy,92.0
189,2017-08-24 22:39:16,order-139,19,98,0,buy,79.9
190,2017-08-25 08:58:53,order-140,24,33,0,buy,38.4
191,2017-08-26 01:53:39,review-22,23,78,4,rate,1.0
192,2017-08-26 01:53:39,review-271,19,78,4,rate,1.0
193,2017-08-30 00:56:44,review-216,19,98,5,rate,1.0
194,2017-08-30 00:56:44,review-35,41,98,5,rate,1.0
195,2017-08-30 00:57:06,review-40,19,98,5,rate,1.0
196,2017-08-30 09:54:00,order-141,43,84,0,buy,49.9
197,2017-08-31 11:12:39,review-77,40,76,5,rate,1.0
198,2017-08-31 11:12:40,review-78,39,76,5,rate,1.0
199,2017-09-04 13:17:18,review-274,32,21,5,rate,1.0
200,2017-09-05 22:14:53,order-142,22,5,0,buy,79.9
201,2017-09-12 10:31:43,order-143,31,34,0,buy,103.97
202,2017-09-12 10:31:44,order-144,31,34,0,buy,103.97
203,2017-09-12 10:31:45,order-145,31,34,0,buy,103.97
204,2017-09-12 10:31:46,order-146,31,34,0,buy,103.97
205,2017-09-12 10:31:47,order-147,31,34,0,buy,103.97
206,2017-09-12 10:31:48,order-148,31,34,0,buy,103.97
207,2017-09-12 10:31:49,order-149,31,34,0,buy,103.97
208,2017-09-12 10:31:50,order-150,31,34,0,buy,103.97
209,2017-09-12 10:31:51,order-151,31,34,0,buy,103.97
210,2017-09-12 10:31:52,order-152,31,34,0,buy,103.97
211,2017-09-13 01:39:45,review-8,22,5,5,rate,1.0
212,2017-09-15 11:06:08,review-59,24,33,5,rate,1.0
213,2017-09-18 18:53:16,order-153,26,9,0,buy,46.0
214,2017-09-18 18:53:17,order-154,26,9,0,buy,46.0
215,2017-09-18 18:53:18,order-155,24,9,0,buy,38.4
216,2017-09-18 18:53:19,order-156,24,9,0,buy,38.4
217,2017-09-19 01:02:45,order-157,25,54,0,buy,116.9
218,2017-09-19 14:01:52,review-142,43,84,4,rate,1.0
219,2017-09-20 11:21:15,order-158,10,89,0,buy,270.9
220,2017-09-20 11:21:16,order-159,10,89,0,buy,270.9
221,2017-09-21 11:07:40,order-160,42,84,0,buy,69.99
222,2017-09-21 11:07:41,order-161,42,84,0,buy,69.99
223,2017-09-21 11:07:42,order-162,21,84,0,buy,149.9
224,2017-09-22 04:18:08,review-186,25,54,5,rate,1.0
225,2017-09-26 01:34:15,review-101,26,9,2,rate,1.0
226,2017-09-26 01:34:17,review-102,24,9,2,rate,1.0
227,2017-09-27 17:59:27,order-163,15,76,0,buy,378.0
228,2017-09-27 23:58:12,review-256,31,34,1,rate,1.0
229,2017-09-29 15:24:53,order-164,6,55,0,buy,1680.0
230,2017-09-29 15:24:54,order-165,6,55,0,buy,1680.0
231,2017-09-29 15:24:55,order-166,6,55,0,buy,1680.0
232,2017-09-29 15:24:56,order-167,6,55,0,buy,1680.0
233,2017-09-29 15:24:57,order-168,6,55,0,buy,1680.0
234,2017-09-29 15:24:58,order-169,6,55,0,buy,1680.0
235,2017-09-29 15:24:59,order-170,6,55,0,buy,1680.0
236,2017-09-29 15:25:00,order-171,6,55,0,buy,1680.0
237,2017-10-02 15:49:24,order-172,2,37,0,buy,22.99
238,2017-10-02 15:49:25,order-173,3,37,0,buy,194.99
239,2017-10-02 15:49:26,order-174,3,37,0,buy,194.99
240,2017-10-02 15:49:27,order-175,3,37,0,buy,194.99
241,2017-10-02 15:49:28,order-176,3,37,0,buy,194.99
242,2017-10-02 15:49:29,order-177,3,37,0,buy,194.99
243,2017-10-02 15:49:30,order-178,2,37,0,buy,22.99
244,2017-10-02 15:49:31,order-179,2,37,0,buy,22.99
245,2017-10-02 15:49:32,order-180,2,37,0,buy,22.99
246,2017-10-02 15:49:33,order-181,3,37,0,buy,194.99
247,2017-10-03 01:25:31,order-182,40,78,0,buy,269.9
248,2017-10-05 09:13:22,order-183,11,38,0,buy,41.33
249,2017-10-05 09:13:23,order-184,11,38,0,buy,41.33
250,2017-10-05 09:13:24,order-185,11,38,0,buy,41.33
251,2017-10-05 09:13:25,order-186,32,38,0,buy,52.0
252,2017-10-05 09:13:26,order-187,32,38,0,buy,52.0
253,2017-10-05 09:13:27,order-188,32,38,0,buy,52.0
254,2017-10-05 09:13:28,order-189,32,38,0,buy,52.0
255,2017-10-05 09:13:29,order-190,11,38,0,buy,41.33
256,2017-10-05 09:13:30,order-191,32,38,0,buy,52.0
257,2017-10-05 09:13:31,order-192,32,38,0,buy,52.0
258,2017-10-05 13:16:26,order-193,26,54,0,buy,46.0
259,2017-10-05 14:17:05,order-194,31,96,0,buy,103.97
260,2017-10-05 14:17:06,order-195,31,96,0,buy,103.97
261,2017-10-05 14:17:07,order-196,31,96,0,buy,103.97
262,2017-10-05 14:17:08,order-197,31,96,0,buy,103.97
263,2017-10-06 23:23:03,order-198,39,22,0,buy,54.99
264,2017-10-07 15:54:48,review-175,15,76,5,rate,1.0
265,2017-10-09 12:34:40,order-199,40,20,0,buy,269.9
266,2017-10-09 20:45:46,order-200,52,19,0,buy,20.5
267,2017-10-09 20:45:47,order-201,52,19,0,buy,20.5
268,2017-10-09 20:45:48,order-202,52,19,0,buy,20.5
269,2017-10-09 20:45:49,order-203,52,19,0,buy,20.5
270,2017-10-09 20:45:50,order-204,52,19,0,buy,20.5
271,2017-10-09 20:45:51,order-205,52,19,0,buy,20.5
272,2017-10-09 20:45:52,order-206,52,19,0,buy,20.5
273,2017-10-09 20:45:53,order-207,52,19,0,buy,20.5
274,2017-10-09 20:45:54,order-208,52,19,0,buy,20.5
275,2017-10-09 20:45:55,order-209,52,19,0,buy,20.5
276,2017-10-09 20:45:56,order-210,52,19,0,buy,20.5
277,2017-10-09 20:45:57,order-211,52,19,0,buy,20.5
278,2017-10-10 18:31:37,order-212,28,63,0,buy,109.9
279,2017-10-10 18:31:38,order-213,13,63,0,buy,39.9
280,2017-10-10 18:31:39,order-214,25,63,0,buy,116.9
281,2017-10-11 14:49:50,order-215,45,63,0,buy,19.9
282,2017-10-11 14:49:51,order-216,28,63,0,buy,109.9
283,2017-10-11 14:49:51,order-219,28,63,0,buy,109.9
284,2017-10-11 14:49:52,order-217,45,63,0,buy,19.9
285,2017-10-11 14:49:53,order-218,24,63,0,buy,38.4
286,2017-10-12 22:19:12,review-108,2,37,1,rate,1.0
287,2017-10-12 22:19:13,review-109,3,37,1,rate,1.0
288,2017-10-13 16:10:19,order-220,32,21,0,buy,52.0
289,2017-10-13 16:10:20,order-221,32,21,0,buy,52.0
290,2017-10-13 16:10:21,order-222,32,21,0,buy,52.0
291,2017-10-13 16:10:22,order-223,32,21,0,buy,52.0
292,2017-10-13 19:32:41,review-127,42,84,1,rate,1.0
293,2017-10-13 19:32:43,review-128,21,84,1,rate,1.0
294,2017-10-14 21:02:05,review-302,26,54,5,rate,1.0
295,2017-10-15 14:51:55,review-145,40,78,5,rate,1.0
296,2017-10-17 13:06:30,order-224,25,11,0,buy,116.9
297,2017-10-17 13:06:31,order-225,28,11,0,buy,109.9
298,2017-10-17 13:06:31,order-235,28,11,0,buy,109.9
299,2017-10-17 13:06:32,order-226,27,11,0,buy,59.33
300,2017-10-17 13:06:32,order-236,28,11,0,buy,109.9
301,2017-10-17 13:06:33,order-227,26,11,0,buy,46.0
302,2017-10-17 13:06:34,order-228,25,11,0,buy,116.9
303,2017-10-17 13:06:35,order-229,27,11,0,buy,59.33
304,2017-10-17 13:06:36,order-230,25,11,0,buy,116.9
305,2017-10-17 13:06:37,order-231,24,11,0,buy,38.4
306,2017-10-17 13:06:38,order-232,24,11,0,buy,38.4
307,2017-10-17 13:06:39,order-233,25,11,0,buy,116.9
308,2017-10-17 13:06:40,order-234,27,11,0,buy,59.33
309,2017-10-17 17:19:14,order-237,26,26,0,buy,46.0
310,2017-10-17 17:19:15,order-238,26,26,0,buy,46.0
311,2017-10-17 17:19:16,order-239,26,26,0,buy,46.0
312,2017-10-18 10:16:59,review-110,11,38,1,rate,1.0
313,2017-10-18 10:17:02,review-111,32,38,1,rate,1.0
314,2017-10-18 13:34:49,order-240,28,33,0,buy,109.9
315,2017-10-18 13:34:50,order-241,25,33,0,buy,116.9
316,2017-10-18 13:34:51,order-242,26,33,0,buy,46.0
317,2017-10-18 13:34:52,order-243,26,33,0,buy,46.0
318,2017-10-18 13:34:53,order-244,28,33,0,buy,109.9
319,2017-10-18 13:34:54,order-245,25,33,0,buy,116.9
320,2017-10-18 13:34:55,order-246,24,33,0,buy,38.4
321,2017-10-18 13:34:56,order-247,24,33,0,buy,38.4
322,2017-10-18 23:25:05,order-248,21,5,0,buy,149.9
323,2017-10-19 13:10:40,review-107,6,55,1,rate,1.0
324,2017-10-19 22:55:26,review-153,52,19,5,rate,1.0
325,2017-10-20 18:08:33,review-276,28,63,1,rate,1.0
326,2017-10-23 11:43:10,review-253,31,96,4,rate,1.0
327,2017-10-23 13:05:45,review-304,10,89,3,rate,1.0
328,2017-10-24 08:44:03,review-281,25,11,1,rate,1.0
329,2017-10-24 08:44:03,review-294,28,11,1,rate,1.0
330,2017-10-24 08:44:04,review-282,28,11,1,rate,1.0
331,2017-10-24 08:44:05,review-283,27,11,1,rate,1.0
332,2017-10-24 08:44:06,review-284,26,11,1,rate,1.0
333,2017-10-24 08:44:10,review-285,24,11,1,rate,1.0
334,2017-10-24 16:55:13,review-136,21,5,5,rate,1.0
335,2017-10-24 16:58:20,order-249,17,27,0,buy,20.49
336,2017-10-24 16:58:21,order-250,17,27,0,buy,20.49
337,2017-10-24 16:58:22,order-251,17,27,0,buy,20.49
338,2017-10-24 16:58:23,order-252,17,27,0,buy,20.49
339,2017-10-24 16:58:24,order-253,17,27,0,buy,20.49
340,2017-10-24 16:58:25,order-254,17,27,0,buy,20.49
341,2017-10-26 00:06:40,review-162,39,22,5,rate,1.0
342,2017-10-27 09:49:45,review-249,28,33,5,rate,1.0
343,2017-10-27 09:49:46,review-250,25,33,5,rate,1.0
344,2017-10-27 09:49:47,review-251,26,33,5,rate,1.0
345,2017-10-27 09:49:51,review-252,24,33,5,rate,1.0
346,2017-10-27 14:39:17,review-133,32,21,5,rate,1.0
347,2017-10-28 17:32:14,review-10,26,26,3,rate,1.0
348,2017-10-29 16:58:03,order-255,1,5,0,buy,59.99
349,2017-10-31 19:03:32,review-96,25,11,1,rate,1.0
350,2017-10-31 19:03:33,review-97,28,11,1,rate,1.0
351,2017-10-31 19:03:34,review-98,27,11,1,rate,1.0
352,2017-10-31 19:03:35,review-99,26,11,1,rate,1.0
353,2017-10-31 19:03:39,review-100,24,11,1,rate,1.0
354,2017-11-02 01:42:02,review-125,1,5,5,rate,1.0
355,2017-11-03 20:03:35,order-256,3,80,0,buy,194.99
356,2017-11-04 17:29:16,order-257,3,61,0,buy,194.99
357,2017-11-04 17:29:17,order-258,3,61,0,buy,194.99
358,2017-11-04 17:29:18,order-259,3,61,0,buy,194.99
359,2017-11-04 17:29:19,order-260,3,61,0,buy,194.99
360,2017-11-04 17:29:20,order-261,3,61,0,buy,194.99
361,2017-11-04 17:29:21,order-262,3,61,0,buy,194.99
362,2017-11-04 17:29:22,order-263,3,61,0,buy,194.99
363,2017-11-04 17:29:23,order-264,3,61,0,buy,194.99
364,2017-11-07 18:03:02,order-265,4,80,0,buy,59.9
365,2017-11-07 18:03:03,order-266,4,80,0,buy,59.9
366,2017-11-08 14:38:25,review-71,40,20,5,rate,1.0
367,2017-11-09 17:38:52,review-172,45,63,1,rate,1.0
368,2017-11-09 17:38:53,review-173,28,63,1,rate,1.0
369,2017-11-09 17:38:55,review-174,24,63,1,rate,1.0
370,2017-11-11 23:32:13,review-204,4,80,5,rate,1.0
371,2017-11-13 16:44:42,order-267,27,51,0,buy,59.33
372,2017-11-13 21:50:46,order-268,47,22,0,buy,55.0
373,2017-11-13 21:50:47,order-269,47,22,0,buy,55.0
374,2017-11-13 21:50:48,order-270,47,22,0,buy,55.0
375,2017-11-14 03:16:50,order-271,25,90,0,buy,116.9
376,2017-11-14 03:16:51,order-272,25,90,0,buy,116.9
377,2017-11-14 03:16:52,order-273,25,90,0,buy,116.9
378,2017-11-14 03:16:53,order-274,25,90,0,buy,116.9
379,2017-11-14 12:09:36,order-275,43,22,0,buy,49.9
380,2017-11-15 13:36:31,order-276,45,78,0,buy,19.9
381,2017-11-15 17:58:16,order-277,28,54,0,buy,109.9
382,2017-11-16 14:36:09,order-278,36,67,0,buy,33.9
383,2017-11-16 14:36:10,order-279,38,67,0,buy,29.99
384,2017-11-16 14:36:11,order-280,34,67,0,buy,16.8
385,2017-11-16 14:36:12,order-281,35,67,0,buy,19.0
386,2017-11-16 14:36:13,order-282,35,67,0,buy,19.0
387,2017-11-16 14:36:14,order-283,38,67,0,buy,29.99
388,2017-11-16 14:36:15,order-284,36,67,0,buy,33.9
389,2017-11-16 14:36:16,order-285,34,67,0,buy,16.8
390,2017-11-16 20:33:05,review-202,3,80,4,rate,1.0
391,2017-11-17 19:46:57,order-286,24,44,0,buy,38.4
392,2017-11-17 19:46:58,order-287,24,44,0,buy,38.4
393,2017-11-17 19:46:59,order-288,24,44,0,buy,38.4
394,2017-11-17 19:47:00,order-289,24,44,0,buy,38.4
395,2017-11-17 19:47:01,order-290,24,44,0,buy,38.4
396,2017-11-17 19:47:02,order-291,24,44,0,buy,38.4
397,2017-11-17 19:47:03,order-292,24,44,0,buy,38.4
398,2017-11-17 19:47:04,order-293,24,44,0,buy,38.4
399,2017-11-17 19:47:05,order-294,24,44,0,buy,38.4
400,2017-11-22 09:52:08,order-295,53,52,0,buy,55.0
401,2017-11-22 09:52:09,order-296,54,52,0,buy,284.99
402,2017-11-22 09:52:10,order-297,53,52,0,buy,55.0
403,2017-11-22 09:52:11,order-298,53,52,0,buy,55.0
404,2017-11-22 09:52:12,order-299,54,52,0,buy,284.99
405,2017-11-22 09:52:13,order-300,53,52,0,buy,55.0
406,2017-11-22 09:52:14,order-301,54,52,0,buy,284.99
407,2017-11-22 09:52:15,order-302,53,52,0,buy,55.0
408,2017-11-22 09:52:16,order-303,53,52,0,buy,55.0
409,2017-11-22 20:01:54,order-304,23,5,0,buy,79.9
410,2017-11-22 21:20:46,review-13,28,54,5,rate,1.0
411,2017-11-23 20:30:53,order-305,25,4,0,buy,116.9
412,2017-11-23 20:30:54,order-306,25,4,0,buy,116.9
413,2017-11-23 20:30:55,order-307,25,4,0,buy,116.9
414,2017-11-23 20:30:56,order-308,25,4,0,buy,116.9
415,2017-11-23 20:30:57,order-309,25,4,0,buy,116.9
416,2017-11-23 20:30:58,order-310,25,4,0,buy,116.9
417,2017-11-23 20:30:59,order-311,25,4,0,buy,116.9
418,2017-11-23 20:31:00,order-312,25,4,0,buy,116.9
419,2017-11-23 20:31:01,order-313,25,4,0,buy,116.9
420,2017-11-23 20:31:02,order-314,25,4,0,buy,116.9
421,2017-11-23 20:31:03,order-315,25,4,0,buy,116.9
422,2017-11-23 20:31:04,order-316,25,4,0,buy,116.9
423,2017-11-23 20:31:05,order-317,25,4,0,buy,116.9
424,2017-11-23 20:31:06,order-318,25,4,0,buy,116.9
425,2017-11-23 20:31:07,order-319,25,4,0,buy,116.9
426,2017-11-24 12:27:37,order-320,29,56,0,buy,189.0
427,2017-11-24 12:27:38,order-321,30,56,0,buy,103.97
428,2017-11-24 12:27:39,order-322,29,56,0,buy,189.0
429,2017-11-24 12:27:40,order-323,30,56,0,buy,103.97
430,2017-11-24 13:01:10,order-324,7,51,0,buy,118.0
431,2017-11-24 13:01:11,order-325,8,51,0,buy,118.0
432,2017-11-25 12:14:43,order-326,26,85,0,buy,46.0
433,2017-11-25 12:14:44,order-327,27,85,0,buy,59.33
434,2017-11-25 12:14:45,order-328,26,85,0,buy,46.0
